candidate_id,run_id,task_id,baseline,model_revision,api,api_group,generation_seed,raw,parseable,ast_pass,runnable,target_valid,oracle_bearing,reproducible,non_duplicate,minimized,stable_nightly,promoted,anomaly_present,duplicate_cluster,atlas_nearest_cluster,rejection_reason,error_labels,prompt_sha256,raw_output_sha256,generation_seconds,subprocess_seconds,evidence_source
evt-095056decaa50253,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.eye|3407,B0,typed_random_template_v1,torch.eye,tensor_creation,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,a35c707d94ccef3e1098b3dd792aa109179700fb15319119083ff3c36de3dc5e,0.0,2.376,benchmark_event:events.combined.jsonl:11
evt-cdc5f1ef009eca30,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.randn|3407,B0,typed_random_template_v1,torch.randn,tensor_creation,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,ea25a0bd35e8cde1c0fdee598dfe36ebcbc2a2c90a12074c0b809c27eaa703d7,0.0,3.039,benchmark_event:events.combined.jsonl:12
evt-6c5008b3c059a3f8,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.reshape|3407,B0,typed_random_template_v1,torch.reshape,shape_and_composition,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,6af9e225f6a066392f270d1e6e6117729583350a751d2decd5badb8c06e4161f,0.0,2.222,benchmark_event:events.combined.jsonl:13
evt-8dbb212f1277156a,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.flatten|3407,B0,typed_random_template_v1,torch.flatten,shape_and_composition,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,413629a73d0796b0ec57d99cc1955e7988986da28faa46faf011a33a68ff84a0,0.0,2.275,benchmark_event:events.combined.jsonl:14
evt-b2d1a6deb6f5c341,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.squeeze|3407,B0,typed_random_template_v1,torch.squeeze,shape_and_composition,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,7335b7ad3b5634c76bf7821c870aa59d5f8ebe281d876eeab7178a7ed315461e,0.0,2.286,benchmark_event:events.combined.jsonl:15
evt-9fa123e1c07ca8ee,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.unsqueeze|3407,B0,typed_random_template_v1,torch.unsqueeze,shape_and_composition,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,53cea7b8157248a72ec70592248d77a5956597f5c260041e29066ec88d5bb858,0.0,2.259,benchmark_event:events.combined.jsonl:16
evt-029292ab0e9e436c,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.transpose|3407,B0,typed_random_template_v1,torch.transpose,shape_and_composition,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,0964faa6160f7788c8b21403663bc1154f79ee29352a8e117ffcc6ffc04cda68,0.0,3.321,benchmark_event:events.combined.jsonl:17
evt-3f904fcac3ec44a7,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.permute|3407,B0,typed_random_template_v1,torch.permute,shape_and_composition,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,1d4f3dbc62472fe7a4b0637a49f834a02609338d3d613a087cc3cb9972ebf1c1,0.0,2.315,benchmark_event:events.combined.jsonl:18
evt-55431b4e79ff467f,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.cat|3407,B0,typed_random_template_v1,torch.cat,shape_and_composition,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,00474bdc108879a31015759d0039499799d172f3a88af04b46902e9b40d75ba3,0.0,2.217,benchmark_event:events.combined.jsonl:19
evt-82efc090b2aeaa57,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.stack|3407,B0,typed_random_template_v1,torch.stack,shape_and_composition,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,85cc791f49b49d9acf965e42b10b2c5b35e35fa7ed2905acf71b89b8f423cae0,0.0,2.304,benchmark_event:events.combined.jsonl:20
evt-12a4de8b2acfce36,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.split|3407,B0,typed_random_template_v1,torch.split,shape_and_composition,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,e9d8c390c01136ac9561f687b346a9e4b9d0bf461efb8f7b20e03988d1384fc3,0.0,2.359,benchmark_event:events.combined.jsonl:21
evt-e70f09b435f70206,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.chunk|3407,B0,typed_random_template_v1,torch.chunk,shape_and_composition,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,6dd57880f4b0ff85e2f803180b3cfe377f7488db4a37edebdea76b7c2aa0c811,0.0,3.051,benchmark_event:events.combined.jsonl:22
evt-0f54ccc44c4e511a,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.tile|3407,B0,typed_random_template_v1,torch.tile,shape_and_composition,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,1c507da4f41b96aad52d5abcb84f18a3bf669fe0c087913fc83b6c9c1f41c241,0.0,2.309,benchmark_event:events.combined.jsonl:23
evt-b3bdad6370820cd7,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.repeat_interleave|3407,B0,typed_random_template_v1,torch.repeat_interleave,shape_and_composition,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,169dea4a988fc1de3282f2ec29b68d4070e978408c414100b448d4fd51112e4d,0.0,2.234,benchmark_event:events.combined.jsonl:24
evt-84bb144864d76581,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.sum|3407,B0,typed_random_template_v1,torch.sum,reduction_and_statistics,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,42f577c85a626bc5380b7a03e781fb9638c9ae4f6443e0e67027113431e4c340,0.0,2.202,benchmark_event:events.combined.jsonl:25
evt-20369a84f2d6b8e4,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.mean|3407,B0,typed_random_template_v1,torch.mean,reduction_and_statistics,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,64b559879317365a08a882d891a3f5a98371144b6e8038d2fd7f8cdc95c37a1c,0.0,2.21,benchmark_event:events.combined.jsonl:26
evt-bec505962f82cb1c,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.prod|3407,B0,typed_random_template_v1,torch.prod,reduction_and_statistics,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,c48cc9adefec6232da7d2f9d990cdbee454d2afda88678b9f08b952ae5f481c4,0.0,2.822,benchmark_event:events.combined.jsonl:27
evt-3265d1a5af4e2469,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.amin|3407,B0,typed_random_template_v1,torch.amin,reduction_and_statistics,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,8813ed44527b7a21853b3a44d594dee4d0a9635b6a691739c6815804a9aa5e5e,0.0,2.703,benchmark_event:events.combined.jsonl:28
evt-54f8f583be2ab017,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.amax|3407,B0,typed_random_template_v1,torch.amax,reduction_and_statistics,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,9b756fca748cae56d22ad94148a04a7efd5297787017e79e29645c3b3eaaca6e,0.0,2.206,benchmark_event:events.combined.jsonl:29
evt-105c56cf3b37bd15,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.argmin|3407,B0,typed_random_template_v1,torch.argmin,reduction_and_statistics,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,65cf4d1fd8968eb48ac33ce66f1ec53c8011407b888018f7098081c1a2f7f34a,0.0,2.309,benchmark_event:events.combined.jsonl:30
evt-1114e49c77fd16f5,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.argmax|3407,B0,typed_random_template_v1,torch.argmax,reduction_and_statistics,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,cd507a739a1d42dc4dc57315e14dfff28cb3ce998c5ba75f2fafb33719abc68b,0.0,2.39,benchmark_event:events.combined.jsonl:31
evt-0f3b2ff4459f34e1,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.std|3407,B0,typed_random_template_v1,torch.std,reduction_and_statistics,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,93e8a704d3b90005dafad5fdf3b4b2abd67ea82460691fa809cfac5a4c560e0f,0.0,2.733,benchmark_event:events.combined.jsonl:32
evt-b0e05f0faf73a054,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.var|3407,B0,typed_random_template_v1,torch.var,reduction_and_statistics,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,421108a969186aaf97ebc64e47031097f5a63d879f8b6099be7abf3c137f9cb2,0.0,2.804,benchmark_event:events.combined.jsonl:33
evt-a684c0dd72cd212d,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.median|3407,B0,typed_random_template_v1,torch.median,reduction_and_statistics,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,22fd555e16e4aa5d2ba1d62441340956d599fa7318ba955af32ea94ad95e2960,0.0,2.214,benchmark_event:events.combined.jsonl:34
evt-b4e372c219bf7e5a,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.quantile|3407,B0,typed_random_template_v1,torch.quantile,reduction_and_statistics,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,aa89dd9a4bc597faa2d2c985f2ca2ead876d0f4ec644a65c5ceacc063afe62f6,0.0,2.248,benchmark_event:events.combined.jsonl:35
evt-ea2795e8aedc9019,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.logsumexp|3407,B0,typed_random_template_v1,torch.logsumexp,reduction_and_statistics,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,d6609f1fb5e70c9c88c68e962ec1c03665ce26b057852f848b404617c4f7b65f,0.0,2.218,benchmark_event:events.combined.jsonl:36
evt-64338ac295a077f0,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.matmul|3407,B0,typed_random_template_v1,torch.matmul,linear_algebra,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,3037481c74a5f02ef861b41fe3b8114e4287e4a59c7b15cd68dae92a210f6381,0.0,2.236,benchmark_event:events.combined.jsonl:37
evt-929ee9972f2e1b85,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.mm|3407,B0,typed_random_template_v1,torch.mm,linear_algebra,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,f96acd15b49f335fa08779daf9f898c4657d020ebc549be49a555f77e90311e3,0.0,3.154,benchmark_event:events.combined.jsonl:38
evt-89b2f6cce65c5a19,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.bmm|3407,B0,typed_random_template_v1,torch.bmm,linear_algebra,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,409832b2e21d96e2e7e69ce1fcfe0d30fd0de15f31efbe61500c3685def7e516,0.0,2.267,benchmark_event:events.combined.jsonl:39
evt-48a8cd66f0c1e11f,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.mv|3407,B0,typed_random_template_v1,torch.mv,linear_algebra,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,ec78d01dc97ceaa3970c284295846a9fa04b6628f81a2df591b3ba1ba523489e,0.0,2.246,benchmark_event:events.combined.jsonl:40
evt-aa4c8f66589af943,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.dot|3407,B0,typed_random_template_v1,torch.dot,linear_algebra,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,54fe3a78c972d2703ac0eb1ef0247125091ba61817f40b69c153c995a887fc3c,0.0,2.336,benchmark_event:events.combined.jsonl:41
evt-aa86350e688858d5,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.outer|3407,B0,typed_random_template_v1,torch.outer,linear_algebra,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,5571969da27720c0c8dee5d8797cde7db9031c7ba5e8c531aff264b8b8079922,0.0,2.227,benchmark_event:events.combined.jsonl:42
evt-e7e2de5a2823ad0d,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.einsum|3407,B0,typed_random_template_v1,torch.einsum,linear_algebra,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,0ef2cb4624259ad8888de643301fd310a04c53dea5371864a207a7bad81412c2,0.0,3.002,benchmark_event:events.combined.jsonl:43
evt-16bb1af7906807d8,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.linalg.solve|3407,B0,typed_random_template_v1,torch.linalg.solve,linear_algebra,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,3e9e578c5ec833e98cc4c24c8a6dcea128b246c5c434684ff4e182b13fa08900,0.0,2.384,benchmark_event:events.combined.jsonl:44
evt-fdbfa88374d247d5,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.linalg.inv|3407,B0,typed_random_template_v1,torch.linalg.inv,linear_algebra,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,a0d4c8eb8c89ef78141c623f8adaff2c1d8610bfa2fa71f2f31ebdb605995bcc,0.0,2.21,benchmark_event:events.combined.jsonl:45
evt-43d243bed30525e3,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.linalg.svd|3407,B0,typed_random_template_v1,torch.linalg.svd,linear_algebra,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,664087c2cb2b0581b10ed7aa5a8eb2ef9c9ee7eef9944749a7c4d6209f485d4c,0.0,2.282,benchmark_event:events.combined.jsonl:46
evt-58573324e23fc415,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.linalg.qr|3407,B0,typed_random_template_v1,torch.linalg.qr,linear_algebra,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,b72e91e3af4c79c89345028004f1e46896475aa4141217fcb597af3560f06d13,0.0,2.231,benchmark_event:events.combined.jsonl:47
evt-3e4fb75af52fa781,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.linalg.eigvalsh|3407,B0,typed_random_template_v1,torch.linalg.eigvalsh,linear_algebra,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,f2e4139612266d7dd45d7a41ac2cf18504e39084194420b53245368ce7751fe3,0.0,2.702,benchmark_event:events.combined.jsonl:48
evt-6c4638f910bc858e,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.nn.functional.conv1d|3407,B0,typed_random_template_v1,torch.nn.functional.conv1d,convolution_and_pooling,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,3d1aac15f53560831a5da0e8bcd7f9e637265c2e6945337c290abbfef41adc1a,0.0,2.626,benchmark_event:events.combined.jsonl:49
evt-1ab4f8826346de64,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.nn.functional.conv2d|3407,B0,typed_random_template_v1,torch.nn.functional.conv2d,convolution_and_pooling,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,f86f5baeb5206ccd8fd6c40d997190aa63d32506644af3f3d17769f1c0848c62,0.0,2.217,benchmark_event:events.combined.jsonl:50
evt-fdd469263d426e19,221b2ab2bb66e6110da76ea5cde39b20fb3613e8ee3527f8818a039e7b6d8475,trdgl_pytorch_120_v1|torch.nn.functional.conv3d|3407,B0,typed_random_template_v1,torch.nn.functional.conv3d,convolution_and_pooling,3407,True,True,True,True,True,False,,,,,,,,,oracle_bearing,no_oracle,e843f0e91fd9223a2a25150499f36d0c9a9af57c7e78fba248ec332fe1bb090b,b6623397ffbb230d3857dedfbb4b1490309ac33e1a309045a83a027db9f6b0ff,0.0,2.226,benchmark_event:events.combined.jsonl:51
