source,source_role,source_sha256,source_record_index,baseline,category,harness_label,analyzer_label,task_id,api_group,api,generation_seed,raw_output_sha256,analyzer_evidence
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,238,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool2d|3407,convolution_and_pooling,torch.nn.functional.avg_pool2d,3407,595c7717d3af0139c7079ebfaa11a4822c62d3bbe82ca33dfde9a4a62c3dbf70,harness target_call_present=false; AST matched F.avg_pool2d -> torch.nn.functional.avg_pool2d to torch.nn.functional.avg_pool2d
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,239,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool3d|3407,convolution_and_pooling,torch.nn.functional.avg_pool3d,3407,58034866007c57233e927c1bd6c3e885301ce90da3716e3092a178313aa8905d,harness target_call_present=false; AST matched F.avg_pool3d -> torch.nn.functional.avg_pool3d to torch.nn.functional.avg_pool3d
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,241,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.batch_norm|3407,normalization_activation_and_loss,torch.nn.functional.batch_norm,3407,e72cfbccac100820a51fa39a3e559a0d7d92fbcd2be6f7039d8e9ef2fdd729ed,harness target_call_present=false; AST matched F.batch_norm -> torch.nn.functional.batch_norm to torch.nn.functional.batch_norm
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,243,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.layer_norm|3407,normalization_activation_and_loss,torch.nn.functional.layer_norm,3407,8274f172f6722c0d4971d60079d5a83b1b41a0e73d1c20b37ac3fd00f155cad7,harness target_call_present=false; AST matched F.layer_norm -> torch.nn.functional.layer_norm to torch.nn.functional.layer_norm
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,246,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.group_norm|3407,normalization_activation_and_loss,torch.nn.functional.group_norm,3407,c01e5e933355e0b2b0adacb5d012dcaf222019dfc1414bde40cc880a92419dcf,harness target_call_present=false; AST matched F.group_norm -> torch.nn.functional.group_norm to torch.nn.functional.group_norm
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,247,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.normalize|3407,normalization_activation_and_loss,torch.nn.functional.normalize,3407,58d8ca4198874efad59741be1804c30a1e8feb8aa7e3dc57c22077f007e91600,harness target_call_present=false; AST matched F.normalize -> torch.nn.functional.normalize to torch.nn.functional.normalize
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,249,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.relu|3407,normalization_activation_and_loss,torch.nn.functional.relu,3407,2f3b8b080352dd1bead460f1ecf2940c6d25954c424ba2e70e31ac4accc2147e,harness target_call_present=false; AST matched F.relu -> torch.nn.functional.relu to torch.nn.functional.relu
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,251,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.gelu|3407,normalization_activation_and_loss,torch.nn.functional.gelu,3407,cad9bb8c6f22de684cee821bf2656b9cf5aac891d08b1497c992842b010ca91b,harness target_call_present=false; AST matched F.gelu -> torch.nn.functional.gelu to torch.nn.functional.gelu
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,254,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.silu|3407,normalization_activation_and_loss,torch.nn.functional.silu,3407,dc35a479a5e5391a9793477b66b0c285054a6a5b1edc9295cec45347b54d42eb,harness target_call_present=false; AST matched F.silu -> torch.nn.functional.silu to torch.nn.functional.silu
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,255,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.softmax|3407,normalization_activation_and_loss,torch.nn.functional.softmax,3407,b469e5b6f2f3306986157eb0b2c4a05cdc6d41f1c0cd873db319625518b6122c,harness target_call_present=false; AST matched F.softmax -> torch.nn.functional.softmax to torch.nn.functional.softmax
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,257,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.log_softmax|3407,normalization_activation_and_loss,torch.nn.functional.log_softmax,3407,50b40c93b2ccb7839fa8832a8631ffa71f5dbea9a0d701f9ef8224a972f618f7,harness target_call_present=false; AST matched F.log_softmax -> torch.nn.functional.log_softmax to torch.nn.functional.log_softmax
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,259,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.cross_entropy|3407,normalization_activation_and_loss,torch.nn.functional.cross_entropy,3407,21f88259ff139d912b6b231b4b1a4ac6fae5fe738f41b9ae7f8ba2239c07a4da,harness target_call_present=false; AST matched F.cross_entropy -> torch.nn.functional.cross_entropy to torch.nn.functional.cross_entropy
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,262,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.mse_loss|3407,normalization_activation_and_loss,torch.nn.functional.mse_loss,3407,21a31cd4f34421e9ea608331291dd0ccb6d4b3145eacd9b9612ad50c8b026b04,harness target_call_present=false; AST matched F.mse_loss -> torch.nn.functional.mse_loss to torch.nn.functional.mse_loss
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,263,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.binary_cross_entropy_with_logits|3407,normalization_activation_and_loss,torch.nn.functional.binary_cross_entropy_with_logits,3407,9d0d74a6d383daf55c451f4e36db0a04dd488aafb8796eb8659ca609309f0b00,harness target_call_present=false; AST matched F.binary_cross_entropy_with_logits -> torch.nn.functional.binary_cross_entropy_with_logits to torch.nn.functional.binary_cross_entropy_with_logits
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,287,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.embedding|3407,indexing_gather_and_scatter,torch.nn.functional.embedding,3407,14cac7b6880e485cfa062e9a124eaa24f675cb038a2dfc7b341adec4bd64a46a,harness target_call_present=false; AST matched F.embedding -> torch.nn.functional.embedding to torch.nn.functional.embedding
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,339,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.autograd.functional.jacobian|3407,autograd_transform_compile_and_export,torch.autograd.functional.jacobian,3407,deb73a685db1d35e49a7c925b89a09d84c2b745bf4c3aabf027031c424389f86,harness target_call_present=false; AST matched jacobian -> torch.autograd.functional.jacobian to torch.autograd.functional.jacobian
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,342,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.grad|3407,autograd_transform_compile_and_export,torch.func.grad,3407,88c7887f4793dd536c47a033da4f3ad0adf2ca91ad3a569a2cc80923ff4b59a5,harness target_call_present=false; AST matched grad -> torch.func.grad to torch.func.grad
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,343,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.grad_and_value|3407,autograd_transform_compile_and_export,torch.func.grad_and_value,3407,1cf2e94eb6d951b6a3daa4734ebd0ea8c854be23d5c6795621c010197770dc77,harness target_call_present=false; AST matched grad_and_value -> torch.func.grad_and_value to torch.func.grad_and_value
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,345,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.jacrev|3407,autograd_transform_compile_and_export,torch.func.jacrev,3407,4b602f047493748007ac26011d16ac9751805f4be49ef44b210c1e84d709efb3,harness target_call_present=false; AST matched jacrev -> torch.func.jacrev to torch.func.jacrev
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,347,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.jacfwd|3407,autograd_transform_compile_and_export,torch.func.jacfwd,3407,5a06480d4df061e6e369a7e01143f86720cf27864095909b67e36fbfa82fb6e1,harness target_call_present=false; AST matched jacfwd -> torch.func.jacfwd to torch.func.jacfwd
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,350,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.hessian|3407,autograd_transform_compile_and_export,torch.func.hessian,3407,89af0d1d8c264951d95b67932920e8dbd1357600419fb150477db93e24797b6a,harness target_call_present=false; AST matched hessian -> torch.func.hessian to torch.func.hessian
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,351,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.vmap|3407,autograd_transform_compile_and_export,torch.func.vmap,3407,8bfb2a3cce9116b9ae029e48c72b951b57f0c6a48bb5959c84bc95aecb1eb9d4,harness target_call_present=false; AST matched vmap -> torch.func.vmap to torch.func.vmap
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,353,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.jvp|3407,autograd_transform_compile_and_export,torch.func.jvp,3407,02661080f08e1dade5ca888e1c27b197e0151313f8480317f2b3d12e8f13fad2,harness target_call_present=false; AST matched jvp -> torch.func.jvp to torch.func.jvp
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,355,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.vjp|3407,autograd_transform_compile_and_export,torch.func.vjp,3407,764b545dec910c75c5dad1818e6c747577062cde3d76396f786b1183b19cd5f2,harness target_call_present=false; AST matched vjp -> torch.func.vjp to torch.func.vjp
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,359,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.export.export|3407,autograd_transform_compile_and_export,torch.export.export,3407,52f513fe6b35883e1c010fd755dabb4175d57078fac521eaf64994a969f39adb,harness target_call_present=false; AST matched export -> torch.export.export to torch.export.export
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,224,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose1d|3407,convolution_and_pooling,torch.nn.functional.conv_transpose1d,3407,d3042fe5cc528c33b177bcb485d1e285914863a741217cbe64f12546d52dba35,harness target_call_present=false; AST matched F.conv_transpose1d -> torch.nn.functional.conv_transpose1d to torch.nn.functional.conv_transpose1d
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,228,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose3d|3407,convolution_and_pooling,torch.nn.functional.conv_transpose3d,3407,7f720a98aab6bfc51b979f9d37d6d6484875cc48756630e01d6559d726f9696b,harness target_call_present=false; AST matched F.conv_transpose3d -> torch.nn.functional.conv_transpose3d to torch.nn.functional.conv_transpose3d
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,229,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.max_pool1d|3407,convolution_and_pooling,torch.nn.functional.max_pool1d,3407,4b5654b78772ede6d96d22ad7c91d4ee18dc2b3a779a451fcd4b7b379789501c,harness target_call_present=false; AST matched F.max_pool1d -> torch.nn.functional.max_pool1d to torch.nn.functional.max_pool1d
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,232,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.max_pool2d|3407,convolution_and_pooling,torch.nn.functional.max_pool2d,3407,248033bc7e2e5112b31467d6f2d237c33a3152dc9a3d45567ff75f73f0a60ed1,harness target_call_present=false; AST matched F.max_pool2d -> torch.nn.functional.max_pool2d to torch.nn.functional.max_pool2d
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,234,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.max_pool3d|3407,convolution_and_pooling,torch.nn.functional.max_pool3d,3407,0648fec37577b6f28d1fef05919d9117735f286644177fb586f42588902578b9,harness target_call_present=false; AST matched F.max_pool3d -> torch.nn.functional.max_pool3d to torch.nn.functional.max_pool3d
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,236,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool1d|3407,convolution_and_pooling,torch.nn.functional.avg_pool1d,3407,ccd7c9df294433d912dd89b68eb4914380ba36905086d13a1b51f309f8416abd,harness target_call_present=false; AST matched F.avg_pool1d -> torch.nn.functional.avg_pool1d to torch.nn.functional.avg_pool1d
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,237,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool2d|3407,convolution_and_pooling,torch.nn.functional.avg_pool2d,3407,f62cd9b3a0ca6faf32bccd9df77fc2a541494658dda42869d3fb38b610e285a5,harness target_call_present=false; AST matched F.avg_pool2d -> torch.nn.functional.avg_pool2d to torch.nn.functional.avg_pool2d
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,240,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.avg_pool3d|3407,convolution_and_pooling,torch.nn.functional.avg_pool3d,3407,143c4d77dfb3c0bc433b450a619ccd38439f3638b05c33627ed66e843132822d,harness target_call_present=false; AST matched F.avg_pool3d -> torch.nn.functional.avg_pool3d to torch.nn.functional.avg_pool3d
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,242,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.batch_norm|3407,normalization_activation_and_loss,torch.nn.functional.batch_norm,3407,71cbb675f0100f381d030bd87e9035260dfb796e4bd0905ff7794cad793f3c7d,harness target_call_present=false; AST matched F.batch_norm -> torch.nn.functional.batch_norm to torch.nn.functional.batch_norm
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,245,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.group_norm|3407,normalization_activation_and_loss,torch.nn.functional.group_norm,3407,4d412d079b69d717b415b647bf758a6ae0f08fc2ecb8ed1ff0f53622117d911f,harness target_call_present=false; AST matched F.group_norm -> torch.nn.functional.group_norm to torch.nn.functional.group_norm
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,250,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.relu|3407,normalization_activation_and_loss,torch.nn.functional.relu,3407,4e9c620f7adfacca3aa0b3719d4fc71c273e8f74a40cdb2d80cba55886f4d048,harness target_call_present=false; AST matched F.relu -> torch.nn.functional.relu to torch.nn.functional.relu
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,252,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.gelu|3407,normalization_activation_and_loss,torch.nn.functional.gelu,3407,f85954301605986d47159b2b73cb1ab726ec5eee3fc2816c8db33ea6145b02ce,harness target_call_present=false; AST matched F.gelu -> torch.nn.functional.gelu to torch.nn.functional.gelu
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,253,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.silu|3407,normalization_activation_and_loss,torch.nn.functional.silu,3407,dd4b86fe744abb75fde768091b95900f3a5e910f047ec40a3ebd0bce9ee3d2a1,harness target_call_present=false; AST matched F.silu -> torch.nn.functional.silu to torch.nn.functional.silu
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,258,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.log_softmax|3407,normalization_activation_and_loss,torch.nn.functional.log_softmax,3407,bde7c7997e6b688818d385016446dd05cd4665ea2ff4a3375c24c1b711310e29,harness target_call_present=false; AST matched F.log_softmax -> torch.nn.functional.log_softmax to torch.nn.functional.log_softmax
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,260,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.cross_entropy|3407,normalization_activation_and_loss,torch.nn.functional.cross_entropy,3407,99193bfde42465303481b1104affc270e194850a7c1b40b2779cfadf85536606,harness target_call_present=false; AST matched F.cross_entropy -> torch.nn.functional.cross_entropy to torch.nn.functional.cross_entropy
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,344,B2,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.func.grad_and_value|3407,autograd_transform_compile_and_export,torch.func.grad_and_value,3407,7cd484500aeed6a23094d41904de5fdc66bbacc50f6c55a227acf5341518b358,harness target_call_present=false; AST matched grad_and_value -> torch.func.grad_and_value to torch.func.grad_and_value
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,412,B3,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose1d|3407,convolution_and_pooling,torch.nn.functional.conv_transpose1d,3407,187229fa1644667883c401b349f9409f87e9e782bd008fe5fb68ffeaca4e2620,harness target_call_present=false; AST matched F.conv_transpose1d -> torch.nn.functional.conv_transpose1d to torch.nn.functional.conv_transpose1d
events.checkpoint,campaign_checkpoint,55e61acab475d370f6261be2041fdbb74ef5f06bd8197044df587c60a4f4af09,416,B3,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.max_pool2d|3407,convolution_and_pooling,torch.nn.functional.max_pool2d,3407,4bf3abf83ae7175e87bc6de7b4a126b7219a03ee3993bc3e17e636644d290367,harness target_call_present=false; AST matched F.max_pool2d -> torch.nn.functional.max_pool2d to torch.nn.functional.max_pool2d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,337,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.conv1d|7711,convolution_and_pooling,torch.nn.functional.conv1d,7711,65d619180ff0fd46f79679c214862f1e808d921a8326e7d723ccc8c8ee026741,harness target_call_present=false; AST matched F.conv1d -> torch.nn.functional.conv1d to torch.nn.functional.conv1d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,340,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.conv2d|7711,convolution_and_pooling,torch.nn.functional.conv2d,7711,37ef328cf6f37179883cd2027b36aa6972aef2135f8a0855071bceb96125105a,harness target_call_present=false; AST matched F.conv2d -> torch.nn.functional.conv2d to torch.nn.functional.conv2d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,341,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.conv3d|7711,convolution_and_pooling,torch.nn.functional.conv3d,7711,6476456ea24665566345feefb8afd253f1ce6afaaf3c90dc69a0fdfad9a40858,harness target_call_present=false; AST matched F.conv3d -> torch.nn.functional.conv3d to torch.nn.functional.conv3d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,343,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose1d|7711,convolution_and_pooling,torch.nn.functional.conv_transpose1d,7711,3b9c47a5832aafaf9860a7a590a81999cb16ad01b7c2698d9bc28ffffc7d1fb9,harness target_call_present=false; AST matched F.conv_transpose1d -> torch.nn.functional.conv_transpose1d to torch.nn.functional.conv_transpose1d
events.checkpoint_2,campaign_checkpoint,8a27a2280f550887be0cf031f900ad1aec16a3441719c17683185c027315d6bc,345,B1,wrong_or_missing_target_api,True,False,trdgl_pytorch_120_v1|torch.nn.functional.conv_transpose2d|7711,convolution_and_pooling,torch.nn.functional.conv_transpose2d,7711,325d577ca6b941aeb2ae21b81e3638ccb30f455832484efe91230015dd09f731,harness target_call_present=false; AST matched F.conv_transpose2d -> torch.nn.functional.conv_transpose2d to torch.nn.functional.conv_transpose2d
